current,power,timestamp,voltage
0.035,3400.0,1705443222,226.1
0.037,3600.0,1705443224,226.2
0.034,3000,1705443226,226.2
0.032,3000,1705443228,226.2
0.037,3200.0,1705443230,226.2
0.038,3500.0,1705443232,226.2
0.039,3700.0,1705443234,226.2
0.039,3700.0,1705443236,226.2
0.039,3600.0,1705443238,226.1
0.039,3800.0,1705443239,226.1
0.039,3600.0,1705443242,226.2
0.04,3700.0,1705443244,226.2
0.039,3600.0,1705443246,226.2
0.04,3800.0,1705443248,226.2
0.039,3700.0,1705443250,226.1
0.039,3700.0,1705443252,226.1
0.042,4000,1705443254,226.1
0.039,3600.0,1705443256,226.2
0.038,3400.0,1705443258,226.2
0.038,3600.0,1705443260,226.2
0.041,3900.0,1705443262,226.2
