timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2024-01-16T22:14:27,codecarbon,d2c012e3-def3-404c-859f-a3bf62d3e4e1,38.20716333389282,2.7067419614658894e-05,7.084383464460948e-07,42.5,0.0,1.451704502105713,0.0004510038370887439,0,1.5402400886561908e-05,0.00046640623797530574,France,FRA,,,,Linux-4.9.140-tegra-aarch64-with-Ubuntu-18.04-bionic,3.6.9,2.2.6,4,ARMv8 Processor rev 1 (v8l),,,2.3387,48.8582,3.8712120056152344,machine,N,1.0
