timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2024-01-18T15:30:08,codecarbon,0689a2bb-e1c1-4784-8005-461260780eb8,3868.902535200119,0.002741180101108691,7.085161944941328e-07,42.5,0.0,1.451704502105713,0.04567406264874673,0,0.0015599743142179355,0.04723403696296466,France,FRA,,,,Linux-4.9.140-tegra-aarch64-with-Ubuntu-18.04-bionic,3.6.9,2.2.6,4,ARMv8 Processor rev 1 (v8l),,,2.3387,48.8582,3.8712120056152344,machine,N,1.0
