current,power,timestamp,voltage
0.023,1600.0,1702327949,225.7
0.023,1700.0,1702327950,225.7
0.023,1700.0,1702327951,225.7
0.023,1700.0,1702327952,225.7
0.023,1700.0,1702327953,225.7
0.023,1600.0,1702327954,225.7
0.023,1700.0,1702327955,225.7
0.023,1700.0,1702327956,225.7
0.023,1700.0,1702327957,225.7
0.024,1700.0,1702327958,225.7
0.024,1700.0,1702327959,225.7
0.023,1800.0,1702327960,225.7
0.023,1700.0,1702327961,225.7
0.023,1700.0,1702327962,225.7
0.023,1600.0,1702327963,225.7
0.023,1700.0,1702327964,225.7
0.023,1700.0,1702327965,225.7
0.023,1700.0,1702327966,225.7
0.023,1700.0,1702327967,225.7
0.023,1700.0,1702327968,225.7
