current,power,timestamp,voltage
0.027,2500.0,1705596508,226.5
0.031,2200.0,1705596514,226.5
0.036,2000,1705596516,226.5
0.031,2400.0,1705596519,226.5
0.027,2200.0,1705596521,226.4
0.026,2000,1705596526,75.9
0.024,2000,1705596528,226.5
0.037,2800.0,1705596533,226.5
0.037,2200.0,1705596536,226
0.03,2300.0,1705596538,226
0.03,2200.0,1705596540,73.2
0.034,3900.0,1705596545,80.9
0.04,3700.0,1705596551,80.8
0.04,4200.0,1705596556,223.5
0.039,3900.0,1705596558,85.9
0.04,3800.0,1705596564,79.4
0.04,3700.0,1705596571,223.4
0.04,4000,1705596578,223.2
0.04,3800.0,1705596583,223.2
0.044,3900.0,1705596585,223.2
0.042,3900.0,1705596588,223.3
0.042,3900.0,1705596590,223.2
0.04,3800.0,1705596592,223.3
0.04,3800.0,1705596594,223.2
0.039,3700.0,1705596596,223.2
0.04,3800.0,1705596598,223.2
0.039,3700.0,1705596600,223.2
0.045,4100.0,1705596605,223.2
0.043,3900.0,1705596608,223.2
0.042,4000,1705596610,223.3
0.041,4100.0,1705596612,223.2
0.039,4100.0,1705596614,223.2
0.04,4100.0,1705596616,223.2
0.047,4600.0,1705596619,223.2
0.043,4000,1705596626,223.2
0.04,3900.0,1705596631,223.2
0.045,3800.0,1705596633,223.2
0.042,3900.0,1705596636,223.3
0.04,3800.0,1705596638,223.2
0.04,3800.0,1705596640,223.2
0.04,3800.0,1705596642,223.2
0.043,3800.0,1705596645,223.2
0.042,3700.0,1705596647,223.2
0.044,3600.0,1705596649,223.2
0.044,3700.0,1705596651,223.2
0.048,4400.0,1705596654,223.3
0.061,5300.0,1705596656,223.2
0.075,7400.0,1705596663,223.2
0.074,7500.0,1705596668,223.2
0.076,7600.0,1705596671,223.2
0.071,7400.0,1705596673,223.2
0.077,7500.0,1705596675,223.3
0.073,7500.0,1705596677,223.3
0.074,7200.0,1705596679,223.3
0.079,7300.0,1705596682,223.3
0.073,7700.0,1705596684,223.2
0.077,7400.0,1705596686,223.3
0.075,7400.0,1705596689,223.2
0.075,7500.0,1705596691,223.3
0.072,7400.0,1705596693,223.2
0.077,7400.0,1705596695,223.2
0.075,7700.0,1705596698,223.3
0.073,7600.0,1705596700,223.2
0.076,7400.0,1705596702,223.2
0.075,7400.0,1705596704,223.3
0.075,7800.0,1705596707,223.2
0.073,7300.0,1705596709,223.2
0.076,7500.0,1705596711,223.3
0.077,7400.0,1705596714,223.2
0.045,4200.0,1705596716,223.3
0.047,4100.0,1705596722,223.3
0.072,7500.0,1705596728,223.2
0.073,7300.0,1705596734,223.3
0.074,7600.0,1705596737,223.3
0.071,7400.0,1705596739,223.3
0.073,7400.0,1705596741,223.2
0.074,7500.0,1705596743,223.3
0.072,7300.0,1705596746,223.2
0.073,7700.0,1705596748,223.2
0.075,7400.0,1705596750,223.2
0.074,7400.0,1705596752,223.2
0.075,7600.0,1705596755,223.2
0.072,7500.0,1705596757,223.2
0.074,7100.0,1705596759,223.2
0.073,7400.0,1705596761,223.2
0.071,7500.0,1705596764,223.2
0.073,7400.0,1705596766,223.2
0.077,7300.0,1705596768,223.2
0.074,7500.0,1705596771,223.1
0.073,7600.0,1705596773,223.2
0.073,7500.0,1705596775,223.2
0.072,7700.0,1705596777,223.2
0.073,7500.0,1705596780,223.2
0.074,7400.0,1705596785,223.2
0.075,7500.0,1705596788,223.2
0.075,7600.0,1705596790,223.2
0.074,7500.0,1705596792,223.2
0.073,7300.0,1705596794,223.2
0.073,7600.0,1705596797,223.2
0.075,7500.0,1705596799,223.1
