current,power,timestamp,voltage
0.023,1700.0,1702335931,225.7
0.023,1700.0,1702335932,225.7
0.023,1700.0,1702335933,225.7
0.023,1800.0,1702335934,225.7
0.023,1700.0,1702335935,225.7
0.023,1700.0,1702335936,225.7
0.023,1700.0,1702335937,225.7
0.023,1700.0,1702335938,225.7
0.024,1800.0,1702335939,225.7
0.024,1600.0,1702335940,225.7
0.023,1700.0,1702335941,225.7
0.023,1700.0,1702335942,225.7
0.023,1700.0,1702335943,225.7
0.023,1600.0,1702335944,225.7
0.023,1700.0,1702335945,225.7
0.023,1700.0,1702335946,225.7
0.023,1700.0,1702335947,225.7
0.023,1700.0,1702335948,225.7
0.023,1700.0,1702335949,225.7
0.023,1700.0,1702335950,225.7
0.024,1800.0,1702335951,225.7
0.024,1700.0,1702335952,225.7
0.023,1700.0,1702335953,225.7
0.023,1700.0,1702335954,225.7
0.023,1700.0,1702335955,225.7
0.023,1700.0,1702335956,225.7
0.023,1700.0,1702335957,225.7
0.023,1600.0,1702335958,225.7
0.023,1700.0,1702335959,225.7
0.023,1700.0,1702335960,225.7
0.023,1700.0,1702335961,225.7
0.023,1700.0,1702335962,225.7
0.023,1700.0,1702335963,225.7
0.023,1700.0,1702335964,225.7
0.023,1600.0,1702335965,225.7
0.023,1600.0,1702335966,225.7
0.023,1600.0,1702335967,225.7
0.023,1700.0,1702335968,225.7
0.026,1800.0,1702335969,225.7
0.026,1700.0,1702335970,225.7
0.023,1600.0,1702335971,225.7
0.023,1700.0,1702335972,225.6
0.023,1700.0,1702335973,225.6
0.023,1700.0,1702335974,225.7
0.023,1700.0,1702335975,225.7
0.023,1700.0,1702335976,225.7
0.024,1800.0,1702335977,225.7
0.024,1700.0,1702335978,225.7
0.023,1600.0,1702335979,225.7
0.023,1700.0,1702335980,225.7
0.023,1700.0,1702335981,225.7
0.023,1700.0,1702335982,225.7
0.023,1700.0,1702335983,225.7
0.023,1600.0,1702335984,225.7
0.025,1800.0,1702335985,225.7
0.025,1700.0,1702335986,225.7
0.023,1700.0,1702335987,225.7
0.023,1700.0,1702335988,225.7
0.023,1700.0,1702335989,225.7
0.023,1700.0,1702335990,225.7
0.023,1700.0,1702335991,225.7
0.023,1700.0,1702335992,225.7
0.024,1800.0,1702335993,225.7
0.024,1800.0,1702335994,225.7
0.023,1700.0,1702335995,225.7
0.023,1700.0,1702335996,225.7
0.024,1700.0,1702335997,225.7
0.024,1700.0,1702335998,225.7
0.023,1700.0,1702335999,225.7
0.023,1800.0,1702336000,225.7
0.023,1700.0,1702336001,225.7
0.023,1700.0,1702336002,225.7
0.023,1600.0,1702336003,225.7
0.023,1700.0,1702336004,225.7
0.023,1700.0,1702336005,225.7
0.023,1700.0,1702336006,225.7
0.024,1700.0,1702336007,225.7
0.024,1700.0,1702336008,225.7
0.023,1700.0,1702336009,225.7
0.023,1600.0,1702336010,225.7
0.023,1700.0,1702336011,225.7
0.023,1700.0,1702336012,225.7
0.023,1700.0,1702336013,225.7
0.023,1700.0,1702336014,225.7
0.024,1700.0,1702336015,225.7
0.024,1800.0,1702336016,225.7
0.023,1600.0,1702336017,225.7
0.023,1600.0,1702336018,225.7
0.023,1700.0,1702336019,225.7
0.023,1600.0,1702336020,225.7
0.023,1700.0,1702336021,225.7
0.023,1700.0,1702336022,225.7
0.023,1700.0,1702336023,225.7
0.023,1800.0,1702336024,225.7
0.023,1600.0,1702336025,225.7
0.023,1700.0,1702336026,225.7
0.023,1700.0,1702336027,225.7
0.023,1700.0,1702336028,225.7
0.025,1800.0,1702336029,225.7
0.025,1700.0,1702336030,225.7
