"Mon Dec 4 15:29:27 UTC 2023
"
Index,Time (mS),Used RAM (MB),Total RAM (MB),Number of Free RAM Blocks,Size of Free RAM Blocks (MB),Used SWAP (MB),Total SWAP (MB),Cached SWAP (MB),CPU Frequency (MHz),CPU 0 Load (%),CPU 1 Load (%),CPU 2 Load (%),CPU 3 Load (%),Used GR3D (%),GR3D Frequency (MHz),Used EMC (%),PLL Temperature (C),CPU Temperature (C),PMIC Temperature (C),GPU Temperature (C),AO Temperature (C),thermal Temperature (C),Current POM_5V_IN Power Consumption (mW),Average POM_5V_IN Power Consumption (mW),Current POM_5V_GPU Power Consumption (mW),Average POM_5V_GPU Power Consumption (mW),Current POM_5V_CPU Power Consumption (mW),Average POM_5V_CPU Power Consumption (mW)
0,0,1174.0,3964.0,2.0,4.0,240.0,1982.0,1.0,1224.0,18,10,22,11,0.0,,0.0,27.0,30.5,100.0,29.0,34.5,30.0,2596.0,2596.0,0.0,0.0,1012.0,1012.0
1,1000,1173.0,3964.0,2.0,4.0,240.0,1982.0,1.0,1479.0,13,7,11,8,0.0,,0.0,27.0,30.5,100.0,29.0,34.5,30.0,2353.0,2474.0,0.0,0.0,811.0,911.0
2,2000,1173.0,3964.0,2.0,4.0,240.0,1982.0,1.0,1479.0,16,9,16,8,0.0,,0.0,26.5,30.5,100.0,28.5,34.5,29.5,2191.0,2380.0,0.0,0.0,730.0,851.0
3,3000,1173.0,3964.0,2.0,4.0,240.0,1982.0,1.0,1428.0,28,8,9,11,0.0,,0.0,27.0,31.0,100.0,29.0,34.5,29.5,2312.0,2363.0,0.0,0.0,891.0,861.0
4,4000,1172.0,3964.0,2.0,4.0,240.0,1982.0,1.0,1479.0,34,19,21,19,0.0,,0.0,27.0,31.0,100.0,29.0,35.0,29.5,3038.0,1848.0,0.0,0.0,1296.0,617.0
5,5000,1174.0,3964.0,2.0,4.0,240.0,1982.0,1.0,1326.0,18,10,22,11,0.0,,0.0,27.0,31.0,100.0,29.0,35.0,30.0,2556.0,1849.0,0.0,0.0,1012.0,617.0
6,6000,1173.0,3964.0,2.0,4.0,240.0,1982.0,1.0,1326.0,13,7,11,8,0.0,,0.0,27.0,30.5,100.0,29.0,34.5,30.0,2353.0,1849.0,0.0,0.0,811.0,617.0
7,7000,1173.0,3964.0,2.0,4.0,240.0,1982.0,1.0,1224.0,17,9,16,8,0.0,,0.0,27.0,30.5,100.0,29.0,34.0,29.5,2231.0,1849.0,0.0,0.0,770.0,617.0
8,8000,1173.0,3964.0,2.0,4.0,240.0,1982.0,1.0,1428.0,27,9,11,11,0.0,,0.0,27.0,31.0,100.0,29.0,34.5,29.5,2430.0,1849.0,0.0,0.0,931.0,617.0
