current,power,timestamp,voltage
0.038,3500.0,1705446697,226.2
0.039,3600.0,1705446700,226.1
0.034,2900.0,1705446702,226.1
0.039,3600.0,1705446707,78.7
0.039,3700.0,1705446714,226.2
0.038,4100.0,1705446719,226.1
0.039,3900.0,1705446725,226.1
0.039,3700.0,1705446728,226.1
0.038,3700.0,1705446730,226.1
0.037,3600.0,1705446732,226.2
0.039,3700.0,1705446735,226.1
0.038,3600.0,1705446737,226.1
0.041,3600.0,1705446739,226.1
0.039,3700.0,1705446742,226.2
0.038,3600.0,1705446744,226.1
0.037,3900.0,1705446747,226.2
0.038,3700.0,1705446749,226.2
0.04,3600.0,1705446751,226.2
0.04,3800.0,1705446754,226.2
0.038,3600.0,1705446756,226.2
0.038,3600.0,1705446758,226.2
0.038,3700.0,1705446761,226.2
0.038,3400.0,1705446763,226.1
0.039,3800.0,1705446765,226.2
0.04,3700.0,1705446768,226.1
0.038,3700.0,1705446770,226.1
0.037,3600.0,1705446772,226.2
0.038,3600.0,1705446775,226.1
0.038,3500.0,1705446777,226.1
0.041,3600.0,1705446779,226.2
0.038,3700.0,1705446784,226.1
0.039,3500.0,1705446787,226.1
0.037,3600.0,1705446789,226.1
0.037,3600.0,1705446792,226.1
0.037,3700.0,1705446794,226.2
0.039,3600.0,1705446796,226.2
0.041,4000,1705446799,226.2
0.038,3500.0,1705446801,226.2
0.037,3600.0,1705446803,226.2
0.038,3800.0,1705446806,226.1
0.039,3500.0,1705446808,226.2
0.04,3700.0,1705446810,226.2
0.039,3700.0,1705446813,226.2
0.038,3600.0,1705446815,226.2
0.037,3500.0,1705446818,226.2
0.037,3700.0,1705446820,226.1
