current,power,timestamp,voltage
0.023,1700.0,1702325996,225.7
0.023,1700.0,1702325997,225.7
0.023,1700.0,1702325998,225.7
0.023,1700.0,1702325999,225.7
0.023,1700.0,1702326000,225.7
0.023,1700.0,1702326001,225.7
0.023,1700.0,1702326002,225.7
0.023,1700.0,1702326003,225.7
0.023,1700.0,1702326004,225.7
0.023,1600.0,1702326005,225.7
0.023,1600.0,1702326006,225.7
0.023,1700.0,1702326007,225.7
0.023,1700.0,1702326008,225.7
0.023,1700.0,1702326009,225.7
0.023,1800.0,1702326010,225.7
0.023,1700.0,1702326011,225.7
0.023,1700.0,1702326012,225.7
0.023,1700.0,1702326013,225.7
0.023,1800.0,1702326014,225.7
0.023,1700.0,1702326015,225.8
0.023,1700.0,1702326016,225.8
