Epoch,Step,Training Loss
1,108,-96.915436
1,109,-28.176966
1,110,-32.0943
1,111,-33.634216
1,112,-39.86782
1,113,-4848.9243
1,114,-45.158382
1,115,-32.991856
1,116,-29.365582
1,117,-43.163773
1,118,-34.963394
1,119,-54.585514
1,120,-40.117023
1,121,-40.526085
1,122,-96.68655
1,123,-43.039673
1,124,-42.526955
1,125,-120.575455
1,126,-50.537907
1,127,-51.494633
1,128,-53.977856
1,129,-173.2098
1,130,-71.81315
1,131,-72.25654
1,132,-62.84458
1,133,-59.365524
1,134,-74.59214
1,135,-51.208916
1,136,-196.60257
1,137,-40.922626
1,138,-46.754623
1,139,-52.6221
1,140,-50.120045
1,141,-52.849354
1,142,-57.578346
1,143,-58.110786
1,144,-50.747375
1,145,-59.381588
1,146,-56.814762
1,147,-63.539978
1,148,-58.301758
1,149,-67.25443
1,150,-78.928764
1,151,-70.47368
1,152,-68.022964
1,153,-82.19433
1,154,-68.99552
1,155,-76.42717
1,156,-65.92459
1,157,-67.06771
1,158,-71.94372
1,159,-70.382164
1,160,-71.488556
1,161,-75.74408
1,162,-100.6108
1,163,-699.71313
1,164,-55.109642
1,165,-58.406013
1,166,-108.76771
1,167,-98.328255
1,168,-81.898186
1,169,-80.66184
1,170,-79.68045
1,171,-75.31909
1,172,-226.52757
1,173,-81.14052
1,174,-81.450775
1,175,-85.91755
1,176,-85.77949
1,177,-82.17659
1,178,-88.82973
1,179,-83.848656
1,180,-105.17137000
1,181,-92.17806
1,182,-93.22511
1,183,-89.72026
1,184,-97.48217
1,185,-97.37253
1,186,-93.05193
1,187,-90.621895
1,188,-81.36921
1,189,-85.61693
1,190,-113.82093
1,191,-53.6404
1,192,-58.19664
1,193,-76.91395
1,194,-86.52852
1,195,-85.43389
1,196,-5046.6143
1,197,-162.22586
1,198,-85.47452
1,199,-87.53234
1,200,-91.46034
1,201,-95.61288
1,202,-92.80373
1,203,-93.74061
1,204,-86.34409
1,205,-92.31308
1,206,-107.776596
1,207,-103.633575
1,208,-95.40978
1,209,-168.2786
1,210,-94.40178
1,211,-98.630394
1,212,-100.436844
1,213,-95.14756
1,214,-97.45955
1,215,-102.86018
1,216,-106.49117
1,217,-126.67875
1,218,-87.26328
1,219,-95.156
1,220,-98.71866
1,221,-98.139854
1,222,-98.563225
1,223,-102.1156
1,224,-105.78732
1,225,-107.40369
1,226,-113.668045
1,227,-104.00853
1,228,-99.209045
1,229,-119.6381
1,230,-111.36412
1,231,-92.62049
1,232,-112.66889
1,233,-107.38863
1,234,-261.91324
1,235,-245.94597
1,236,-75.48735
1,237,-123.992485
1,238,-85.142555
1,239,-103.97205
1,240,-349.44962
1,241,-124.2992
1,242,-104.59347
1,243,-104.78592
1,244,-106.66245
1,245,-111.47002
1,246,-109.31578
1,247,-283.49188
1,248,-90.459045
1,249,-103.3302
1,250,-118.48477
1,251,-575.19226
1,252,-98.9819
1,253,-868.4314
1,254,-108.89564
1,255,-106.09928
1,256,-140.91188
1,257,-106.86879
1,258,-114.53552
1,259,-114.44377
1,260,-429.35513
1,261,-120.20907
1,262,-84.43839
1,263,-104.82306
1,264,-104.35336
1,265,-109.30646
1,266,-107.87164
1,267,-134.76129
1,268,-110.15444
1,269,-105.13412
1,270,-107.86202
1,271,-93.60256
1,272,-84.19308
1,273,-111.685356
1,274,-95.9641
1,275,-134.54369
1,276,-175.65225
1,277,-107.73867
1,278,-132.30621
1,279,-115.24826
1,280,-116.55291
1,281,-116.28846
1,282,-94.92503
1,283,-103.21383
1,284,-123.88325
1,285,-118.426956
1,286,-127.48981
1,287,-108.6304
1,288,-118.79297
1,289,-114.041214
1,290,-114.75203
1,291,-116.151344
1,292,-118.81368
1,293,-128.74368
1,294,-119.98382
1,295,-122.784325
1,296,-123.286125
1,297,-135.13332
1,298,-144.71967
1,299,-127.587906
1,300,-64.648796
1,301,-74.81335
1,302,-117.54024
1,303,-99.617325
1,304,-116.396194
1,305,-117.2272
1,306,-116.17434
1,307,-115.4992
1,308,-114.99695
1,309,-124.07231
1,310,-124.56587
1,311,-110.27239
1,312,-115.46351
1,313,-119.24213
1,314,-117.29232
1,315,-144.49911
1,316,-120.16945
1,317,-86.729836
1,318,-129.81302
1,319,-2518.9048
1,320,-138.76068
1,321,-120.52929
1,322,-116.70286
1,323,-98.13107
1,324,-162.31674
1,325,-138.48444
1,326,-120.40234
1,327,-131102.12
1,328,-119.477554
1,329,-109.550896
1,330,-108.60102
1,331,-532.1869
1,332,-146.94534
1,333,-119.64863
1,334,-117.473045
1,335,-107.95488
1,336,-132.05122
1,337,-101.96378
1,338,-116.285545
1,339,-117.30124
1,340,-177.88612
1,341,-126.03245
1,342,-116.6315
1,343,-125.25814
1,344,-136.2395
1,345,-116.832184
1,346,-121.40052
1,347,-123.31925
1,348,-134.15631
1,349,-137.14107
1,350,-121.29651
1,351,-125.49369
1,352,-93.716675
1,353,-108.447296
1,354,-133.04591
1,355,-116.046684
1,356,-127.50819
1,357,-132.54951
1,358,-131.87845
1,359,-125.13242
1,360,-151.5784
1,361,-147.15746
1,362,-135.39062
1,363,-135.03952
1,364,-124.29208
1,365,-128.37581
1,366,-123.04877
1,367,-133.43233
1,368,-105.774734
1,369,-105.795654
1,370,-132.7615
1,371,-108.73659
1,372,-120.2541
1,373,-100.74779
1,374,-119.98858
1,375,-112.57794
1,376,-114.63063
1,377,-111.91654
1,378,-112.13988
1,379,-112.71177
1,380,-113.48664
1,381,-112.642395
1,382,-15224.274
1,383,-93.043205
1,384,-130.33643
1,385,-84.44478
1,386,-52.098988
1,387,-93.21026
1,388,-112.02345
1,389,-138.62328
1,390,-99.55943
1,391,-104.29897
1,392,-112.831665
1,393,-103.130196
1,394,-96.795906
1,395,-116.54424
1,396,-99.12774
1,397,-80.90407
1,398,-120.8187
1,399,-121.65731
1,400,-107.89427
1,401,-105.79152
1,402,-107.86973
1,403,-116.829
1,404,-108.618515
1,405,-100.3471
1,406,-148.23605
1,407,-93.39483
1,408,-73.0157
1,409,-102.54999
1,410,-109.49922
1,411,-116.43519
1,412,-105.57638
1,413,-117.43525
1,414,-114.0155
1,415,-119.6157
1,416,-182.10266
1,417,-942.82855
1,418,-172.11404
1,419,-114.17058
1,420,-132.48705
1,421,-121.21221
1,422,-129.34396
1,423,-131.67856
1,424,-107.866974
1,425,-109.89347
1,426,-135.6792
1,427,-118.41915
1,428,-105.52885
1,429,-128.91783
1,430,-134.48929
1,431,-109.33379
1,432,-122.85259
1,433,-135.39732
1,434,-185.29784
1,435,-112.39931
1,436,-123.84937
1,437,-128.62956
1,438,-519.3037
1,439,-123.50507
1,440,-117.37444
1,441,-126.04836
1,442,-135.18942
1,443,-127.84787
1,444,-122.59455
1,445,-179.08829
1,446,-120.635376
1,447,-120.74687
1,448,-119.15765
1,449,-136.72107
1,450,-133.65755
1,451,-121.59946
1,452,-116.9119
1,453,-121.393166
1,454,-116.499535
1,455,-122.491554
1,456,-123.69166
1,457,-122.775826
1,458,-121.28907
1,459,-123.22396
1,460,-120.74096
1,461,-129.99738
1,462,-113.0417
1,463,-3186.8848
1,464,-131.981
1,465,-133.90826
1,466,-122.83402
1,467,-284.82364
1,468,-132.81715
1,469,-138.62909
1,470,-119.20069
1,471,-132.5634
1,472,-138.15666
1,473,-110.80487
1,474,-148.86325
1,475,-100.484604
1,476,-103.07844
1,477,-133.62244
1,478,-119.43283
1,479,-1162.2521
1,480,-150.70227
1,481,-118.32993
1,482,-123.48602
1,483,-125.83917
1,484,-123.00528
1,485,-121.950424
1,486,-129.13834
1,487,-129.14156
1,488,-126.60657
1,489,-122.45892
1,490,-124.342575
1,491,-118.4315
1,492,-164.94312
1,493,-138.39914
1,494,-137.7783
1,495,-234.5207
1,496,-267.35495
1,497,-135.48355
1,498,-122.66046
1,499,-296.92664
1,500,-113.499016
1,501,-123.34978
1,502,-139.08107
1,503,-234.74149
1,504,-122.48327
1,505,-253.09732
1,506,-134.09541
1,507,-127.82289
1,508,-124.74908
1,509,-116.37621
1,510,-137.01
1,511,-123.91898
1,512,-125.80054
1,513,-124.80514
1,514,-5525.7993
1,515,-124.604126
1,516,-134.34616
1,517,-148.8241
1,518,-148.71378
1,519,-130.62248
1,520,-128.87332
1,521,-127.13725
1,522,-167.95221
1,523,-142.13531
1,524,-112.58566
1,525,-143.85768
1,526,-129.74435
1,527,-137.27267
1,528,-135.0572
1,529,-136.65889
1,530,-131.03038
1,531,-131.90594
1,532,-134.59879
1,533,-373.02667
1,534,-139.58206
1,535,-139.12387
1,536,-133.76765
1,537,-143.69658
1,538,-115.570786
1,539,-133.8091
1,540,-141.63943
1,541,-142.27094
1,542,-134.39005
1,543,-137.75366
1,544,-144.16534
1,545,-138.05415
1,546,-121.762474
1,547,-113.31669
1,548,-141.11095
1,549,-143.16025
1,550,-153.83617
1,551,-146.10492
1,552,-132.25874
1,553,-139.49953
1,554,-141.832
1,555,-133.262
1,556,-120.648865
1,557,-128.44951
1,558,-145.02872
1,559,-139.38297
1,560,-140.55779
1,561,-140.4555
1,562,-139.35477
1,563,-140.36008
1,564,-152.9163
1,565,-160.28128
1,566,-82.093994
1,567,-111.007774
1,568,-117.83059
1,569,-80.91286
1,570,-92.24222
1,571,-130.15253
1,572,-135.7639
1,573,-137.06914
1,574,-121.98463
1,575,-139.85689
1,576,-120.521965
1,577,-136.18893
1,578,-135.3723
1,579,-130.0146
1,580,-141.64424
1,581,-131.49104
1,582,-130.2048
1,583,-123.48305
1,584,-135.37766
1,585,-166.5953
1,586,-131.21753
1,587,-131.92271
1,588,-132.57971
1,589,-133.42705
1,590,-120.750946
1,591,-136.74236
1,592,-127.07345
1,593,-136.7945
1,594,-128.2591
1,595,-130.86597
1,596,-132.44052
1,597,-1784.551
1,598,-142.90807
1,599,-135.16632
1,600,-155.11633
1,601,-131.05719
1,602,-148.11955
1,603,-162.96037
1,604,-161.00496
1,605,-137.90387
1,606,-164.01721
1,607,-144.39804
1,608,-138.92542
1,609,-140.22833
1,610,-138.47226
1,611,-135.4922
1,612,-138.75093
1,613,-145.01743
1,614,-159.7396
1,615,-136.36717
1,616,-148.92227
1,617,-144.45
1,618,-157.72476
1,619,-180.72359
1,620,-151.44374
1,621,-142.58272
1,622,-141.55466
1,623,-144.25208
1,624,-114.04852
1,625,-158.73134
1,626,-134.31557
1,627,-145.49254
1,628,-136.89003
1,629,-139.76926
1,630,-145.80685
1,631,-125.7291
1,632,-420.52417
1,633,-137.00792
1,634,-144.39862
1,635,-123.43177
1,636,-134.30104
1,637,-103.20952
1,638,-170.01237
1,639,-140.35696
1,640,-135.01804
1,641,-140.58951
1,642,-140.99193
1,643,-140.29497
1,644,-140.0839
1,645,-132.81227
1,646,-263653.3
1,647,-154.30534
1,648,-139.52371
1,649,-96.15039
1,650,-94.5375
1,651,-173.76756
1,652,-104.73727
1,653,-115.27325
1,654,-125.59869
1,655,-136.06479
1,656,-117.52675
1,657,-129.0891
1,658,-132.11829
1,659,-133.84877
1,660,-125.73667
1,661,-132.572342
1,662,-117.11157
1,663,-130.11528
1,664,-122.951546
1,665,-131.85796
1,666,-135.11
1,667,-192.3296
1,668,-106.422806
1,669,-134.18483
1,670,-134.01175
1,671,-131.51837
1,672,-133.8494
1,673,-124.112595
1,674,-139.5127
1,675,-180.75475
1,676,-140.87248
1,677,-131.11206
1,678,-137.14603
1,679,-132.94154
1,680,-127.62147
1,681,-131.35918
1,682,-131.90088
1,683,-124.303215
1,684,-299.17664
1,685,-141.09915
1,686,-308.63928
1,687,-145.68433
1,688,-337.0041
1,689,-133.36696
1,690,-152.11565
1,691,-144.70415
1,692,-114.24871
1,693,-135.30432
1,694,-186.34491
1,695,-138.9171
1,696,-136.79112
1,697,-134.23799
1,698,-158.80351
1,699,-119.90889
1,700,-141.80249
1,701,-116.43328
1,702,-137.06624
1,703,-142.90382
1,704,-122.04684
1,705,-132.75793
1,706,-123.38728
1,707,-133.76343
1,708,-138.00919
1,709,-677.9726
1,710,-130.0196
1,711,-141.7167
1,712,-126.40056
1,713,-121.50569
1,714,-129.91495
1,715,-109.08909
1,716,-120.3542
1,717,-131.56468
1,718,-141.06525
1,719,-115.07904
1,720,-387.82388
1,721,-126.428
1,722,-115.34779
1,723,-135.75603
1,724,-152.73253
1,725,-152.19814
1,726,-135.75085
1,727,-134.75179
1,728,-121.25406
1,729,-150.96335
1,730,-121.55382
1,731,-107.65049
1,732,-134.90538
1,733,-136.63254
1,734,-122.174225
1,735,-127.7416
1,736,-153.28862
1,737,-132.79015
1,738,-148.3411
1,739,-142.92342
1,740,-161.03928
1,741,-152.22128
1,742,-152.48793
1,743,-104.302986
1,744,-141.80714
1,745,-91.59417
1,746,-132.2207
1,747,-92.55395
1,748,-124.945.5
1,749,-123.87011
1,750,-98.03563
1,751,-112.29073
1,752,-132.05586
1,753,-127.415504
1,754,-134.28145
1,755,-138.38641
1,756,-157.78659
1,757,-137.42627
1,758,-132.71446
1,759,-140.26447
1,760,-300.38507
1,761,-145.35503
1,762,-131.06635
1,763,-113.336494
1,764,-170.2526
1,765,-153.24818
1,766,-121.67002
1,767,-121.12308
1,768,-154.63058
1,769,-144.22797
1,770,-149.16576
1,771,-155.45464
1,772,-123.95444
1,773,-133.44633
1,774,-140.72917
1,775,-146.27475
1,776,-127.476875
1,777,-156.03505
1,778,-137.88474
1,779,-132.9803
1,780,-159.36089
1,781,-145.43239
1,782,-149.06891
1,783,-149.11238
1,784,-146.77675
1,785,-155.48642
1,786,-149.07076
1,787,-143.07875
1,788,-154.4524
1,789,-141.5386
1,790,-153.02724
1,791,-132.40234
1,792,-123.207
1,793,-159.18341
1,794,-147.88606
1,795,-150.0883
1,796,-149.83632
1,797,-123.34722
1,798,-158.12912
1,799,-134.69331
1,800,-125.08701
1,801,-142.6912
1,802,-146.33280
1,803,-142.85791
1,804,-137.64923
1,805,-149.11955
1,806,-145.65727
1,807,-150.82162
1,808,-143.3181
1,809,-145.08516
1,810,-137.71228
1,811,-144.20834
1,812,-148.06694
1,813,-145.61996
1,814,-123.27275
1,815,-110.827324
1,816,-155.7305
1,817,-146.15126
1,818,-129.97258
1,819,-144.01025
1,820,-129.09169
1,821,-140.33089
1,822,-138.81264
1,823,-145.6964
1,824,-135.84679
1,825,-146.52988
1,826,-145.29558
1,827,-130.8505
1,828,-144.93443
1,829,-126.754524
1,830,-138.17157
1,831,-147.3257
1,832,-144.95314
1,833,-231.00304
1,834,-145.57509
1,835,-130.9864
1,836,-150.83601
1,837,-150.25993
1,838,-148.07932
1,839,-149.01624
1,840,-188.05182
1,841,-137.31853
1,842,-155.32822
1,843,-147.82896
1,844,-184.70483
1,845,-150.52205
1,846,-130.72925
1,847,-114.62716
1,848,-155.39297
1,849,-147.12419
1,850,-148.88412
1,851,-141.42677
1,852,-148.78972
1,853,-261.52258
1,854,-150.76697
1,855,-154.11879
1,856,-146.91852
1,857,-125.436165
1,858,-153.04337
1,859,-146.03445
1,860,-145.61249
1,861,-138.73944
1,862,-230.40894
1,863,-159.05193
1,864,-231.75105
1,865,-163.3473
1,866,-119.6908
1,867,-122.014114
1,868,-145.32162
1,869,-104.35014
1,870,-117.49595
1,871,-184.15901
1,872,-1304.279
1,873,-136.06004
1,874,-178.77219
1,875,-152.79799
1,876,-141.15373
1,877,-151.2772
1,878,-157.73616
1,879,-142.52187
1,880,-141.01572
1,881,-153.1378
1,882,-153.29147
1,883,-148.67279
1,884,-189.62268
1,885,-144.37627
1,886,-119.984055
1,887,-148.49657
1,888,-180.01646
1,889,-172.14597
1,890,-160.68216
1,891,-159.51743
1,892,-157.99329
1,893,-152.4571
1,894,-256.92065
1,895,-158.8116
1,896,-136.14429
1,897,-157.5312
1,898,-174.33452
1,899,-167.85359
1,900,-169.46655
1,901,-136.90681
1,902,-130.91335
1,903,-136.97372
1,904,-125.436195
1,905,-72.1177
1,906,-96.31748
1,907,-150.94455
1,908,-154.95436
1,909,-157.13925
1,910,-139.39706
1,911,-163.24995
1,912,-150.077
1,913,-144.19801
1,914,-226.0026
1,915,-130.88074
1,916,-154.09021
1,917,-135.04475
1,918,-139.83641
1,919,-170.05537
1,920,-139.20274
1,921,-146.00568
1,922,-150.9544
1,923,-147.02774
1,924,-138.15483
1,925,-317.83133
1,926,-155.12192
1,927,-240.16046
1,928,-167.14073
1,929,-5547.9834
1,930,-147.88765
1,931,-215.42598
1,932,-78.109856
1,933,-56.02064
1,934,-118.4457
1,935,9.627143
1,936,-1.4464211
1,937,-94.50253
1,938,-134.46011
1,939,-100.32161
1,940,-149.48105
1,941,-136.4315
1,942,-271.83517
1,943,-134.97269
1,944,-133.66307
1,945,-127.84508
1,946,-145.99275
1,947,-138.44946
1,948,-127.21093
1,949,-152.86809
1,950,-139.65099
1,951,-128.92786
1,952,-663.49005
1,953,-135.44662
1,954,-125.738846
1,955,-162.20193
1,956,-133.7935
1,957,-132.83725
1,958,-147.48868
1,959,-133.43279
1,960,-109.129166
1,961,-159.73105
1,962,-155.70207
1,963,-214.61531
1,964,-183.07394
1,965,-139.11172
1,966,-125.92921
1,967,-141.59395
1,968,-144.05788
1,969,-136.09322
1,970,-148.85693
1,971,-743.04407
1,972,-124.86862
1,973,-160.82242
1,974,-222.16832
1,975,-120.8213
1,976,-151.68489
1,977,-130.27316
1,978,-133.19635
1,979,-155.22943
1,980,-122.98695
1,981,-130.31374
1,982,-156.2751
1,983,-150.04802
1,984,-140.41783
1,985,-150.1149
1,986,-138.17303
1,987,-136.44478
1,988,-149.81107
1,989,-137.26923
1,990,-140.49417
1,991,-150.42784
1,992,-148.3309
1,993,-140.7661
1,994,-153.8823
1,995,-140.24588
1,996,-125.452324
1,997,-143.6118
1,998,-1358.4263
1,999,-149.99095
1,1000,-151.41164
1,1001,-143.58882
1,1002,-138.56128
1,1003,-145.22974
1,1004,-149.45042
1,1005,-724.51605
1,1006,-132.46262
1,1007,-137.03906
1,1008,-131.2139
1,1009,-131.93677
1,1010,-151.02332
1,1011,-139.5543
1,1012,-139.6098
1,1013,-140.11874
1,1014,-144.86874
1,1015,-146.91785
1,1016,-150.65079
1,1017,-138.64433
1,1018,-157.26021
1,1019,-171.67198
2,1020,-2263.3674
2,1021,-147.4683
2,1022,-140.2839
2,1023,-141.16011
2,1024,-139.14055
2,1025,-140.24419
2,1026,-143.68623
2,1027,-150.72424
2,1028,-147.49648
2,1029,-149.84465
2,1030,-156.33728
2,1031,-143.74504
2,1032,-167.69948
2,1033,-150.48161
2,1034,-151.25891
2,1035,-135.34695
2,1036,-187.65709
2,1037,-320.4284
2,1038,-148.93939
2,1039,-148.44322
2,1040,-150.22772
2,1041,-158.52031
2,1042,-154.38907
2,1043,-142.86128
2,1044,-163.60902
2,1045,-155.07942
2,1046,-184.974
2,1047,-161.32072
2,1048,-139.747
2,1049,-137.21136
2,1050,-147.38431
2,1051,-259.04608
2,1052,-151.634
2,1053,-164.78633
2,1054,-139.87953
2,1055,-3859.9568
2,1056,-195.158
2,1057,-136.72841
2,1058,-150.7806
2,1059,-437.63666
2,1060,-146.1987
2,1061,-149.57822
2,1062,-171.05745
2,1063,-209.7243
2,1064,-134.94624
2,1065,-154.1303
2,1066,-156.71214
2,1067,-137.55984
2,1068,-155.39407
2,1069,-158.53908
2,1070,-147.09363
2,1071,-154.3989
2,1072,-196.1817
2,1073,-145.3474
2,1074,-156.74435
2,1075,-165.81091
2,1076,-159.60356
2,1077,-153.57597
2,1078,-156.15
2,1079,-160.74313
2,1080,-157.74487
2,1081,-149.5562
2,1082,-156.01692
2,1083,-142.33702
2,1084,-145.77248
2,1085,-161.89114
2,1086,-158.20105
2,1087,-153.50319
2,1088,-156.63329
2,1089,-166.66173
2,1090,-154.0523
2,1091,-162.9698
2,1092,-156.86354
2,1093,-135.52902
2,1094,-136.64488
2,1095,-153.03218
2,1096,-828.3734
2,1097,-149.29051
2,1098,-146.27687
2,1099,-165.95593
2,1100,-166.27081
2,1101,-128.00333
2,1102,-386.98727
2,1103,-166.31754
2,1104,-130.93192
2,1105,-153.7795
2,1106,-339.5613
2,1107,-152.77583
2,1108,-180.49782
2,1109,-158.03596
2,1110,-167.33365
2,1111,-165.36626
2,1112,-193.97401
2,1113,-129.6754
2,1114,-124.0833
2,1115,-170.85487
2,1116,-132.80081
2,1117,-178.10638
2,1118,-151.16176
2,1119,-136.08592
2,1120,-162.77872
2,1121,-173.15002
2,1122,-162.7199
2,1123,-4215.2915
2,1124,-163.39761
2,1125,-157.63124
2,1126,-153.85472
2,1127,-163.39175
2,1128,-147.35056
2,1129,-807.02496
2,1130,-145.66501
2,1131,-148.12746
2,1132,-212.54796
2,1133,-160.36148
2,1134,-159.11284
2,1135,-110470.54
2,1136,-172.46574
2,1137,-161.343
2,1138,-162.39233
2,1139,-163.36784
2,1140,-120.2502
2,1141,-403.79477
2,1142,-143.84642
2,1143,-120.75623
2,1144,-152.9366
2,1145,-152.27141
2,1146,-156.83546
2,1147,-155.25893
2,1148,-155.025
2,1149,-161.63644
2,1150,-143.3479
2,1151,-156.24272
2,1152,-155.86447
2,1153,-145.525
2,1154,-177.77827
2,1155,-165.38672
2,1156,-147.40584
2,1157,-185.27608
2,1158,-153.34969
2,1159,-144.45284
2,1160,-165.12314
2,1161,-150.11688
2,1162,-151.33669
2,1163,-171.45615
2,1164,-267.70316
2,1165,-162.11453
2,1166,-142.93507
2,1167,-154.50159
2,1168,-165.0558
2,1169,-193.63515
2,1170,-155.58928
2,1171,-176.26247
2,1172,-1082.5579
2,1173,-174.15813
2,1174,-153.01141
2,1175,-172.7561
2,1176,-178.07616
2,1177,-27896.723
2,1178,-144.99535
2,1179,-124.57799
2,1180,-158.18759
2,1181,-87.457405
2,1182,-37.9773
2,1183,-101.75322
2,1184,-164.31969
2,1185,-1042.0367
2,1186,-149.55382
2,1187,-167.1352
2,1188,-133.16672
2,1189,-409.5004
2,1190,-199.40428
2,1191,-156.75385
2,1192,-153.95363
2,1193,-149.1707
2,1194,-140.16881
2,1195,-158.99068
2,1196,-432.49478
2,1197,-151.09717
2,1198,-162.16837
2,1199,-162.71391
2,1200,-156.06166
2,1201,-173.81834
2,1202,-148.27585
2,1203,-155.94376
2,1204,-159.00793
2,1205,-562714.1
2,1206,-161.28456
2,1207,-192.86673
2,1208,-531.9405
2,1209,-149.2976
2,1210,-158.90869
2,1211,-159.12903
2,1212,-160.47987
2,1213,-141.8566
2,1214,-164.72507
2,1215,-152.73941
2,1216,-145.3644
2,1217,-159.6225
2,1218,-179.46187
2,1219,-164.28162
2,1220,-154.64241
2,1221,-152.46927
2,1222,-173.16928
2,1223,-149.73418
2,1224,-157.7105
2,1225,-163.75319
2,1226,-167.92625
2,1227,-163.64972
2,1228,-161.87112
2,1229,-137.30193
2,1230,-166.07521
2,1231,-147.0616
2,1232,-162.80568
2,1233,-160.85681
2,1234,-178.86646
2,1235,-154.38304
2,1236,-150.5605
2,1237,-168.65321
2,1238,-362.13303
2,1239,-167.00229
2,1240,-11133.15
2,1241,-141.27493
2,1242,-182.91231
2,1243,-163.18443
2,1244,-137.62341
2,1245,-154.54968
2,1246,-135.2896
2,1247,-135.08499
2,1248,-179.4355
2,1249,-1277.979
2,1250,-472.0202
2,1251,-159.3979
2,1252,-161.39313
2,1253,-153.61964
2,1254,-169.13507
2,1255,-170.4227
2,1256,-148.50014
2,1257,-138.22905
2,1258,-164.56836
2,1259,-136.45657
2,1260,-160.64868
2,1261,-165.94498
2,1262,-154.59692
2,1263,-145.03839
2,1264,-158.71156
2,1265,-274.96982
2,1266,-155.75708
2,1267,-155.8231
2,1268,-162.89145
2,1269,-192.89493
2,1270,-134.48686
2,1271,-155.79799
2,1272,-161.91191
2,1273,-160.9798
2,1274,-160.66727
2,1275,-188.29193
2,1276,-162.38522
2,1277,-161.62036
2,1278,-174.9022
2,1279,-151.40497
2,1280,-126.20456
2,1281,-149.80367
2,1282,-149.44206
2,1283,-131.3843
2,1284,-165.40456
2,1285,-124.29451
2,1286,-118.833466
2,1287,-156.09564
2,1288,-160.68599
2,1289,-159.7928
2,1290,-153.67262
2,1291,-156.65514
2,1292,-153.2299
2,1293,-158.52606
2,1294,-164.4559
2,1295,-156.61975
2,1296,-162.78903
2,1297,-140.02237
2,1298,-160.27608
2,1299,-136.55446
2,1300,-150.78503
2,1301,-171.15181
2,1302,-171.11053
2,1303,-162.13979
2,1304,-164.44391
2,1305,-160.64311
2,1306,-167.66429
2,1307,-239.36122
2,1308,-179.19565
2,1309,-143.88087
2,1310,-163.88629
2,1311,-128.94391
2,1312,-159.86847
2,1313,-149.80405
2,1314,-166.46626
2,1315,-156.45137
2,1316,-166.98756
2,1317,-153.33582
2,1318,-164.46146
2,1319,-166.58763
2,1320,-168.72958
2,1321,-169.11179
2,1322,-146.93414
2,1323,-447.27612
2,1324,-164.87459
2,1325,-169.86252
2,1326,-153.13564
2,1327,-160.59097
2,1328,-175.15375
2,1329,-170.85526
2,1330,-1889.0775
2,1331,-167.50812
2,1332,-166.61497
2,1333,-160.33658
2,1334,-177.33781
2,1335,-160.82803
2,1336,-159.19685
2,1337,-193.63123
2,1338,-168.04039
2,1339,-262.03296
2,1340,-144.71785
2,1341,-185.374
2,1342,-168.42873
2,1343,-167.6179
2,1344,-140.9166
2,1345,-185.03975
2,1346,-150.31837
2,1347,-163.62485
2,1348,-167.39297
2,1349,-160.41994
2,1350,-182.35686
2,1351,-168.05963
2,1352,-137.5147
2,1353,-159.13373
2,1354,-159.3995
2,1355,-154.95335
2,1356,-804.03656
2,1357,-180.74222
2,1358,-146.46938
2,1359,-153.67303
2,1360,-177.29721
2,1361,-167.36613
2,1362,-162.97629
2,1363,-157.0484
2,1364,-172.0604
2,1365,-355.25388
