current,power,timestamp,voltage
0.036,3300.0,1705447782,222.8
0.039,4000,1705447784,222.9
0.039,3700.0,1705447786,222.9
0.036,3100.0,1705447788,222.9
0.038,3200.0,1705447790,222.8
0.043,3700.0,1705447793,222.9
0.041,3500.0,1705447794,222.9
0.042,3700.0,1705447796,222.9
0.043,3700.0,1705447798,222.9
0.043,3500.0,1705447800,222.8
0.042,3600.0,1705447802,222.9
0.042,3700.0,1705447804,222.8
0.044,3600.0,1705447806,222.9
0.043,3600.0,1705447808,222.9
0.043,3600.0,1705447810,222.8
0.043,3700.0,1705447812,222.9
0.042,3500.0,1705447814,222.9
0.042,3600.0,1705447816,222.9
0.042,3700.0,1705447818,222.8
0.042,3700.0,1705447820,222.8
0.042,3700.0,1705447822,222.8
0.042,3700.0,1705447824,222.8
