Epoch,Step,Training Loss
1,311,-23179634.0
1,312,-110321600000.0
1,313,-9537290000.0
1,314,-90420510000.0
1,315,-59960660000000.0
1,316,-111131664000.0
1,317,-75965590000.0
1,318,-153114040000000.0
1,319,-3407978000.0
1,320,-181125970000.0
1,321,-117054740000.0
1,322,-373090600000.0
1,323,-44853020000000.0
1,324,-11668222000.0
1,325,-6549664000000.0
1,326,-371491340000.0
1,327,-7901955500000.0
1,328,-25211825000000.0
1,329,-267403440000.0
1,330,-35973086000000.0
1,331,-37698675000.0
1,332,-562448850000000.0
1,333,-151505290000000.0
1,334,-3919863000.0
1,335,-4813897000.0
1,336,-23902953000.0
1,337,-153221010.0
1,338,-2219266000000.0
1,339,-23809660000.0
1,340,-153257470.0
1,341,-8180485000000000.0
1,342,-26126932000.0
1,343,-232844150000.0
1,344,-124618020000.0
1,345,-91588030000.0
1,346,-3943836400.0
1,347,-247311950000000.0
1,348,-33771831000000.0
1,349,-99458710000.0
1,350,-322309700000.0
1,351,-23468120.0
1,352,-166165800000.0
1,353,-20711393000.0
1,354,-17595050000000.0
1,355,-53242690000.0
1,356,-177211930000.0
1,357,-53078003000000.0
1,358,-335881470000.0
1,359,-30484675000.0
1,360,-129798430000.0
1,361,-2561100000.0
1,362,-872327200000.0
1,363,-5289476600.0
1,364,-95166970000.0
1,365,-2596135400.0
1,366,-66794000000000.0
1,367,-8646393000.0
1,368,-17814276000.0
1,369,-55579276.0
1,370,-143849910000.0
1,371,-18831702.0
1,372,-191544000000.0
1,373,-21447535000.0
1,374,-765067400000.0
1,375,-1809787700000.0
1,376,-9492406000.0
1,377,-159970230000000.0
1,378,-160788410000000.0
1,379,-775857800000.0
1,380,-347907920000000.0
1,381,-456619520000.0
1,382,-9017068000.0
1,383,-18849673000.0
1,384,-493479460000000.0
1,385,-65248464000000.0
1,386,-14021875000.0
1,387,-120390870000.0
1,388,-197291520000000.0
1,389,-67899696000000.0
1,390,-177146480000000.0
1,391,-74664630000.0
1,392,-43408597000.0
1,393,-462181100000.0
1,394,-15188298000000.0
1,395,-16018759000000.0
1,396,-260796450000.0
1,397,-26119338000.0
1,398,-49376780000.0
1,399,-1029767760000.0
1,400,-2879851600000.0
1,401,-43436122000.0
1,402,-36629676000.0
1,403,-22920983000.0
1,404,-158457200000.0
1,405,-12557044000000.0
1,406,-90029680000.0
1,407,-445851660000.0
1,408,-12820164000000.0
1,409,-1819030200000000.0
1,410,-135808540000.0
1,411,-9505272000.0
1,412,-35365724000.0
1,413,-3151204900.0
1,414,-322790520000.0
1,415,-89805900000.0
1,416,-6480431000.0
1,417,-49827170000.0
1,418,-2110394000.0
1,419,-2305533100000.0
1,420,-2667391200000.0
1,421,-89427940000.0
1,422,-66965074000.0
1,423,-23075729000000.0
1,424,-8659170000.0
1,425,-735942800000.0
1,426,-229711530000.0
1,427,-13518036000.0
1,428,-22677840000.0
1,429,-6219325500000.0
1,430,-10881337000.0
1,431,-153900060000.0
1,432,-22670194000000.0
1,433,-34594368000000.0
1,434,-17647970000.0
1,435,-1031902340.0
1,436,-8429397500.0
1,437,-327791900000.0
1,438,-308441840000.0
1,439,-17077301000000.0
1,440,-322033940000.0
1,441,-1409877000.0
1,442,-1596484000.0
1,443,-45444180000000.0
1,444,-60563190000.0
1,445,-3166626000000.0
1,446,-13147571000000.0
1,447,-475148350.0
1,448,-101771250000.0
1,449,-17203046000.0
1,450,-128435520.0
1,451,-30248350000.0
1,452,-7714413000.0
1,453,-8987246000.0
1,454,-8246100500.0
1,455,-2793269000000.0
1,456,-120717040000.0
1,457,-1532882200000.0
1,458,-672100200000.0
1,459,-523382560.0
1,460,-303723000000.0
1,461,-35669905000000.0
1,462,-8501951500.0
1,463,-3678094800.0
1,464,-61295567000.0
1,465,-3126332500000.0
1,466,-69354980000.0
1,467,-194904600000.0
1,468,-2277052200.0
1,469,-205603700000.0
1,470,-522965480000.0
1,471,-8121030700.0
1,472,-188659800000000.0
1,473,-238336110.0
1,474,-8727740000.0
1,475,-2003358200000.0
1,476,-107652000000.0
1,477,-453130270.0
1,478,-186349600000.0
1,479,-41801175000.0
1,480,-1548748200000.0
1,481,-182769340000.0
1,482,-65982987000000.0
1,483,-1691686000000.0
1,484,-30622312000.0
1,485,-45771890000000.0
1,486,-864569400000.0
1,487,-71530275000.0
1,488,-1444.5361
1,489,-361274470000.0
1,490,-2986525300000.0
1,491,-5508960000.0
1,492,-45374230000.0
1,493,-66875590000.0
1,494,-51916947000.0
1,495,-78164290000.0
1,496,-126782890000000.0
1,497,-8857805000.0
1,498,-197100630000.0
1,499,-74830680000.0
1,500,-21165793000.0
1,501,-6731305300000.0
1,502,-82105970000.0
1,503,-90247050000.0
1,504,-107873750000.0
1,505,-12921264000.0
1,506,-66928853000.0
1,507,-16897393000.0
1,508,-12208450000.0
1,509,-17118822000.0
1,510,-21961339000.0
1,511,-19714247000.0
1,512,-5341011500000.0
1,513,-428936740.0
1,514,-372069500.0
1,515,-197758500000000.0
1,516,-85204014000000.0
1,517,-31133282000.0
1,518,-50473464000.0
1,519,-355491220000.0
1,520,-209440200000.0
1,521,-7465150000000.0
1,522,-258219300000.0
1,523,-11169285000.0
1,524,-242173570.0
1,525,-23518280000.0
1,526,-81481785000.0
1,527,-6401496600.0
1,528,-27857336000.0
1,529,-2520620500000.0
1,530,-22862320000.0
1,531,-2121632400000.0
1,532,-41553326000000.0
1,533,-4841178000.0
1,534,-59054977000.0
1,535,-58479804000.0
1,536,-62929383000.0
1,537,-28376435000.0
1,538,-105078686000.0
1,539,-730696960.0
1,540,-35913430000.0
1,541,-8049754600.0
1,542,-1030907360000.0
1,543,-530162300.0
1,544,-75392156000.0
1,545,-15020938000.0
1,546,-449061850000.0
1,547,-26533380000.0
1,548,-33145162000.0
1,549,-101366690000.0
1,550,-343967300000000.0
1,551,-52794856.0
1,552,-3388987400000000.0
1,553,-20862171000.0
1,554,-1255876500000000.0
1,555,-59922944000.0
1,556,-12379702000.0
1,557,-52373350000.0
1,558,-1077708600000000.0
1,559,-10291203000000.0
1,560,-15839739000.0
1,561,-42552707000000.0
1,562,-98689600000.0
1,563,-358400200000000.0
1,564,-32934314000.0
1,565,-402667900.0
1,566,-3995100200.0
1,567,-35052320000.0
1,568,-157278650000.0
1,569,-182950990000.0
1,570,-133939016.0
1,571,-62455772.0
1,572,-8817931000.0
1,573,-64712660000.0
1,574,-93987380000000.0
1,575,-107500900000.0
1,576,-170626090000.0
1,577,-354628930000.0
1,578,-419510980000.0
1,579,-92988310000.0
1,580,-192099350000.0
1,581,-39360536000000.0
1,582,-297837100.0
1,583,-1300848400000.0
1,584,-1632264900000.0
1,585,-33197455000.0
1,586,-120079290000.0
1,587,-5398521000.0
1,588,-32629610.0
1,589,-39429788000.0
1,590,-23720313000.0
1,591,-185035330000.0
1,592,-168821340000.0
1,593,-361312420000.0
1,594,-14479874000000.0
1,595,-221478280000000.0
1,596,-188344840000000.0
1,597,-2.3756037e+16
1,598,-63679120000.0
1,599,-39435063000.0
1,600,-111575700000.0
1,601,-20160066000.0
1,602,-153178400000.0
1,603,-5281864500000.0
1,604,-50935610.0
1,605,-73222270000.0
1,606,-9462377000.0
1,607,-53650150000.0
1,608,-63159120000.0
1,609,-344846270000.0
1,610,-117466080000.0
1,611,-14715178000.0
1,612,-153016680000.0
1,613,-77536000000.0
1,614,-131783290000.0
1,615,-62496665000000.0
1,616,-3209054400000.0
1,617,-1416218100000.0
1,618,-12445147000.0
1,619,-638419140000.0
1,620,-102212190000.0
1,621,-11394815000000.0
1,622,-79146100000000.0
1,623,-383908000000000.0
1,624,-4682683400.0
1,625,-221674640000.0
1,626,-21108214000.0
1,627,-222910250000.0
1,628,-3698404600.0
1,629,-3967881200.0
1,630,-1518775000.0
1,631,-18585460000000.0
1,632,-107664980000.0
1,633,-173018090000.0
1,634,-32667090000.0
1,635,-7293991000000.0
1,636,-2519030000000.0
1,637,-10494220000.0
1,638,-229342740000.0
1,639,-141827060000.0
1,640,-4890171400.0
1,641,-86658870000.0
1,642,-8789648000.0
1,643,-97357260000.0
1,644,-105994190000000.0
1,645,-39552045000.0
1,646,-3734792400.0
1,647,-22756082000.0
1,648,-1193314400000.0
1,649,-476679420.0
1,650,-67075586000000.0
1,651,-10341623000.0
1,652,-366730200000.0
1,653,-16607092000000.0
1,654,-8440053000.0
1,655,-15733360000000.0
1,656,-34046843000.0
1,657,-4204326000000.0
1,658,-39566655000.0
1,659,-37006934000.0
1,660,-12461022000.0
1,661,-119706850000.0
1,662,-13926909000000.0
1,663,-495992830000.0
1,664,-173048860000.0
1,665,-82264480000.0
1,666,-27488632000000.0
1,667,-217752860000.0
1,668,-43008168000.0
1,669,-3172436500000.0
1,670,-20530586000.0
1,671,-485213300000000.0
1,672,-17980956000000.0
1,673,-8208821000000.0
1,674,-24138738000.0
1,675,-311527740000000.0
1,676,-48030750000.0
1,677,-867287100000.0
1,678,-5723640000000000.0
1,679,-786968100000.0
1,680,-451130380000000.0
1,681,-5338461000.0
1,682,-188498100000.0
1,683,-47043617000.0
1,684,-87291570000.0
1,685,-11303657000000.0
1,686,-6281693700.0
1,687,-55379420000.0
1,688,-54797160000000.0
1,689,-612110500.0
1,690,-25455161000.0
1,691,-2678304800000.0
1,692,-8978652000.0
1,693,-3595449000.0
1,694,-749685530000000.0
1,695,-6315005400000.0
1,696,-51351527000000.0
1,697,-6441980000000.0
1,698,-374097600000.0
1,699,-1548259100.0
1,700,-47267906000000.0
1,701,-1355073300000000.0
1,702,-50739675000.0
1,703,-5483024400.0
1,704,-31889755000000.0
1,705,-20013417000000.0
1,706,-195164740000000.0
1,707,-81576420000.0
1,708,-71452870000.0
1,709,-124381406000000.0
1,710,-5998477600000.0
1,711,-14181678000000.0
1,712,-39497060000.0
1,713,-236594460000.0
1,714,-56135746000.0
1,715,-256595410000.0
1,716,-636185500000.0
1,717,-19746904000.0
1,718,-9448343000.0
1,719,-73270534000.0
1,720,-154696530000.0
1,721,-209427020000000.0
1,722,-42048905000.0
1,723,-11950866000.0
1,724,-36233220000000.0
1,725,-304240530000.0
1,726,-68685513000.0
1,727,-3247226000000.0
1,728,-477520350.0
1,729,-1334760400000.0
1,730,-27113650000.0
1,731,-114553090000.0
1,732,-389761730000.0
1,733,-2.1448287e+16
1,734,-120065040000.0
1,735,-227446830000.0
1,736,-13217332000.0
1,737,-15704872000000.0
1,738,-53649875000.0
1,739,-1509917400.0
1,740,-57069730000.0
1,741,-93963240000.0
1,742,-18634005000000.0
1,743,-1805648600.0
1,744,-116507920000.0
1,745,-804112240000.0
1,746,-22068394000.0
1,747,-35735720000.0
1,748,-872683500.0
1,749,-94368230000.0
1,750,-1493043000000.0
1,751,-72350335000.0
1,752,-4072951800.0
1,753,-1609437000000.0
1,754,-8177902600.0
1,755,-1216558700000.0
1,756,-8414670400000.0
1,757,-7502198000.0
1,758,-12249044000.0
1,759,-244996210000.0
1,760,-79008420000.0
1,761,-7788667400.0
1,762,-55896395000000.0
1,763,-11095296000000.0
1,764,-449003360000.0
1,765,-11913082000000.0
1,766,-89080830000.0
1,767,-18739756000000.0
1,768,-2522047800000.0
1,769,-17255524000.0
1,770,-27357150000000.0
1,771,-294885000000.0
1,772,-127236880000.0
1,773,-63218414000.0
1,774,-582647600000000.0
1,775,-7911467500.0
1,776,-212487420000.0
1,777,-140987020000.0
1,778,-757245400000000.0
1,779,-36033790000.0
1,780,-15612961000.0
1,781,-55360848000.0
1,782,-6299363000.0
1,783,-3498550000000.0
1,784,-14633141000000.0
1,785,-888657500000.0
1,786,-1146846100.0
1,787,-237299500000.0
1,788,-212411240000.0
1,789,-25514096000000.0
1,790,-1791418200.0
1,791,-488127330000.0
1,792,-75235750000.0
1,793,-17757953000000.0
1,794,-4864943600.0
1,795,-59503380000.0
1,796,-32388233000.0
1,797,-89785655000.0
1,798,-74650315000000.0
1,799,-4278803000.0
1,800,-78382190000.0
1,801,-351991300000.0
1,802,-667353900000.0
1,803,-372998480000000.0
1,804,-2531833000.0
1,805,-23371008000.0
1,806,-231892710000.0
1,807,-3990997700000000.0
1,808,-43339375000.0
1,809,-1048406000000000.0
1,810,-42048643000.0
1,811,-220297880000000.0
1,812,-361934950000.0
1,813,-26367558000.0
1,814,-1.5065505e+16
1,815,-1390798200.0
1,816,-612676300000.0
1,817,-279338400.0
1,818,-8219696600.0
1,819,-190926060000.0
1,820,-33477863000.0
1,821,-141595460000.0
1,822,-2532771000000.0
1,823,-21853077000000.0
1,824,-91585520000.0
1,825,-56012938000000.0
1,826,-18018451000.0
1,827,-525883.94
1,828,-27232408000.0
1,829,-1005091100.0
1,830,-38271418000000.0
1,831,-22155911000.0
1,832,-1671660500.0
1,833,-6605692400.0
1,834,-10977412000.0
1,835,-156879600000.0
1,836,-79235730000000.0
1,837,-70322980000.0
1,838,-196521410000.0
1,839,-105364990000000.0
1,840,-16208718000000.0
1,841,-49561480000.0
1,842,-28446544000.0
1,843,-11321836000.0
1,844,-15313474000000.0
1,845,-142237100000.0
1,846,-98130390000.0
1,847,-109987545000.0
1,848,-107218280000.0
1,849,-323404140000.0
1,850,-88221170000.0
1,851,-14598904000000.0
1,852,-29246183000000.0
1,853,-180352100000.0
1,854,-3441233000000.0
1,855,-31247227000000.0
1,856,-141421150.0
1,857,-1395118800000000.0
1,858,-26009496000000.0
1,859,-10970545000.0
1,860,-2628614100.0
1,861,-12214195000.0
1,862,-109872240000.0
1,863,-52935376.0
1,864,-605840900000.0
1,865,-15910445000.0
1,866,-1428796400.0
1,867,-48352248000.0
1,868,-1234394800.0
1,869,-836512600000000.0
1,870,-40989120000.0
1,871,-2484019400000.0
1,872,-48222167000.0
1,873,-25475120000.0
1,874,-537530730000.0
1,875,-52464050000000.0
1,876,-73424855000.0
1,877,-31199950000000.0
1,878,-484706900000.0
1,879,-24655625000000.0
1,880,-190387840.0
1,881,-1522517600000000.0
1,882,-44204740000000.0
1,883,-193885670000.0
1,884,-12056439000.0
1,885,-120557440000000.0
1,886,-458973900000.0
1,887,-577275140.0
1,888,-5583815700.0
1,889,-20624155000.0
1,890,-270023500000.0
1,891,-796747400000.0
1,892,-107547484000.0
1,893,-92387110000.0
1,894,-22269710000.0
1,895,-113428910000.0
1,896,-498770640000.0
1,897,-218779760.0
1,898,-106530710000.0
1,899,-564202300000.0
1,900,-3697320700000000.0
1,901,-262292080000.0
1,902,-117317820000.0
1,903,-13353807000.0
1,904,-3082063200000.0
1,905,-474080300000.0
1,906,-78068030000000.0
1,907,-5812926000.0
1,908,-6207181000000.0
1,909,-7327367000.0
1,910,-12194473000000.0
1,911,-88285970000.0
1,912,-280391400.0
1,913,-69639410000.0
1,914,-89339030000.0
1,915,-20488970000.0
1,916,-10854878000.0
1,917,-8052097000000.0
1,918,-8260315000000.0
1,919,-11230463000.0
1,920,-8152484400000.0
1,921,-101904560000.0
1,922,-670524000.0
1,923,-155897840000.0
1,924,-26991842000000.0
1,925,-566312900000.0
1,926,-48105873000000.0
1,927,-13727175000.0
1,928,-33244070000.0
1,929,-16583998000000.0
1,930,-2685987200000.0
1,931,-8983932000000.0
1,932,-53768737000.0
1,933,-72398120000000.0
1,934,-7154401500000.0
1,935,-88278794000.0
1,936,-133762596000000.0
1,937,-113206500000.0
1,938,-5532899000.0
1,939,-41145630.0
1,940,-238025570000.0
1,941,-7122946000.0
1,942,-21004638000.0
1,943,-56122715000000.0
1,944,-100855000.0
1,945,-27464892000000.0
1,946,-1356038900000.0
1,947,-43006760000.0
1,948,-6509777000000.0
1,949,-6887588000.0
1,950,-12921373000000.0
1,951,-119759050000000.0
1,952,-11240247000.0
1,953,-43048.98
1,954,-1656996400000.0
1,955,-4586026500.0
1,956,-35866153000.0
1,957,-7754847700.0
1,958,-47106050000.0
1,959,-23190634000.0
1,960,-108769690000000.0
1,961,-7148173300.0
1,962,-28297260000.0
1,963,-13596476000000.0
1,964,-28278782000.0
1,965,-69452400000.0
1,966,-277456800000.0
1,967,-21907567000000.0
1,968,-464621000000.0
1,969,-114854445000.0
1,970,-3266302200.0
1,971,-3088609400000.0
1,972,-25447550000.0
1,973,-12712661000.0
1,974,-32525646000.0
1,975,-7652599000000.0
1,976,-79446980000.0
1,977,-2043591800000.0
1,978,-477483200000.0
1,979,-203796270000.0
1,980,-127419110.0
1,981,-28008763000.0
1,982,-32664046000000.0
1,983,-485807260.0
1,984,-22030785000.0
1,985,-520135440000000.0
1,986,-5392631000.0
1,987,-10461342000.0
1,988,-912476600000.0
1,989,-16865938000.0
1,990,-37323970000.0
1,991,-1612906200000.0
1,992,-553420800000.0
1,993,-142304510000.0
1,994,-29302274000.0
1,995,-12664309000.0
1,996,-4310361000.0
1,997,-19774986000000.0
1,998,-237972180.0
1,999,-1479625100.0
1,1000,-5.0597627e+16
1,1001,-326964150000.0
1,1002,-31897360000000.0
1,1003,-40717267000000.0
1,1004,-50000626000.0
1,1005,-2376979200.0
1,1006,-374673700.0
1,1007,-9749341000000.0
1,1008,-51771740000000.0
1,1009,-30654260000.0
1,1010,-59381674000.0
1,1011,-31276153000.0
1,1012,-5586545700.0
1,1013,-16498005000.0
1,1014,-91479180000.0
1,1015,-58247074000.0
1,1016,-103466260000.0
1,1017,-47284343000.0
1,1018,-180849380000.0
1,1019,-83738894000.0
2,1020,-7484869600.0
2,1021,-46811545000000.0
2,1022,-306928230000000.0
2,1023,-132574810000.0
2,1024,-612831800000.0
2,1025,-71836840000.0
2,1026,-1655267000000.0
2,1027,-1157806100000000.0
2,1028,-79236180000.0
2,1029,-748988540000000.0
2,1030,-1078354640000.0
2,1031,-1389854300000.0
2,1032,-6472623700000.0
2,1033,-418233650000.0
2,1034,-50608150000000.0
2,1035,-30978500000.0
2,1036,-710417000.0
2,1037,-180391480000.0
2,1038,-1913840700000.0
2,1039,-54753027000000.0
2,1040,-1008636800000.0
2,1041,-928965660000.0
2,1042,-4095453000.0
2,1043,-97591280000.0
2,1044,-12911071000.0
2,1045,-65436885000.0
2,1046,-1744964300000.0
2,1047,-47134614000.0
2,1048,-15656474000.0
2,1049,-210173740000.0
2,1050,-14644299000000.0
2,1051,-40598456.0
2,1052,-29283060000.0
2,1053,-1249555200.0
2,1054,-61214294000.0
2,1055,-272903600000.0
2,1056,-37145940000.0
2,1057,-141221100000000.0
2,1058,-1853535300000.0
2,1059,-3632800500000.0
2,1060,-200260980000.0
2,1061,-135108430000.0
2,1062,-185550010000.0
2,1063,-27941526000000.0
2,1064,-19528950.0
2,1065,-448921100000.0
2,1066,-1209217600000000.0
2,1067,-11368522000.0
2,1068,-6667699000.0
2,1069,-42208395000.0
2,1070,-414626150000.0
2,1071,-134092440000000.0
2,1072,-3868970000000.0
2,1073,-100613510000.0
2,1074,-111716790000000.0
2,1075,-387913740000.0
2,1076,-4171552500.0
2,1077,-32796247000000.0
2,1078,-48423400000.0
2,1079,-30303377000000.0
